text,label,jsonl_data
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Surface Treatment | Zirconia & Alumina; Organic,irrelevant,
Specific Gravity | 3.9 ,Density,
Oil absorption (2) (g/100 g pigment) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . 18 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,Oil Absorption,
Water demand (4) | 24 cm3 /100 g pigment,irrelevant,
 | weathering very good optical properties optimum dispersibility and processing efficiency. | weathering very good optical properties optimum dispersibility and processing efficiency.,irrelevant,
L* | : 98.7 min. | : 98.7 min.,irrelevant,
Organic Treatment | Yes ,irrelevant,
1 Surface Treatment | ZrO2; Al2O3; organic |  ,irrelevant,
Typical Properties | Typical Properties,irrelevant,
"Fe2O3, % | < 2.0 ",irrelevant,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . Bulk . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . 4.1 . . . . . . . . . .. . . . . . 0.8 kg/l or 50 lbs/cu.ft.,Density,
"Product Characteristics | Standard classification (ISO 591; DIN 55912, Part 1) R 2 ",irrelevant,
Oil Absorption (g/100g) max | 22,Oil Absorption,
Processing Method | Sulfate ,Production Process,
Bulk density (tamped) [kg/m3 ] | 1000,Density,
"Residue, 45um /% | ≤0.01 ",irrelevant,
Australia | Belgium | Brazil | Kingdom of Saudi Arabia | USA ,irrelevant,
Dispersibility (Hegman index) | ≥6.8,irrelevant,
Average specific density (kg/m3) | 3800,Density,
6 | 水含量 | 水含量 | 水含量 ,irrelevant,
Organic treatment | Present,irrelevant,
"Titanium Dioxide, wt%, min. | 89",TiO2 content,
• Oil absorption: | 20g/100g,Oil Absorption,
C.A.S No. | C.A.S No. | 13463-67-7,irrelevant,
Resistivity (2/cm) | ≥ 10000,irrelevant,
Crystal size | 0.26 µm,irrelevant,
Crystal size | 0.26µm ,irrelevant,
max | 0.5,stray,
CIE b* | ≤1.0 ,irrelevant,
Resistivity (2/cm) | ≥ 10000,irrelevant,
CAS No. (TiO2) | 13463-67-7 ,irrelevant,
Color | Beige ,irrelevant,
pH | 8.1 ,pH,
Received 11 January 2010 | Typical Properties:,irrelevant,
Typical Properties: | TiO2 Content 95% Oil Absorption 19 pH (10% suspension) 7.5 Specific Gravity 4.1 Density 34.2 Ibs/gal ,multi,
"TiO2, wt%, min. | 80 ",TiO2 content,
Tinctorial power | ≥ 1900,irrelevant,
 | transparent transparent | weiss white | tiefschwarz deep black |  ,irrelevant,
Australia | Belgium | Brazil | Kingdom of Saudi Arabia | USA ,irrelevant,
△L*(样品-标准样品2) | ≥-0.3,irrelevant,
Organic treatment | YES,irrelevant,
C.A.S No. | 13463-67-7,irrelevant,
Production rutile pigment produced by the sulphate process | Production rutile pigment produced by the sulphate process ,Production Process,
pH | 7.9 ,pH,
"Inorganic coating Organic treatment Crystal size [μm] Specific gravity [g/cm3 ] Loss at 105°C(1) [%] Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] Durability | Inorganic coating Organic treatment Crystal size [μm] Specific gravity [g/cm3 ] Loss at 105°C(1) [%] Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] Durability | Alumina, Zirconia ",multi,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Production | rutile pigment produced by the chloride process,Production Process,
Particle size* Disc Centrifuge – mean diameter (Dn): | 0.22 µm,Particle size,
应用范围 | 主要应用于涂料、工业漆、油墨、塑料等。 | 主要应用于涂料、工业漆、油墨、塑料等。,irrelevant,
14 | 标准对比样品 | 标准对比样品 | 标准对比样品 ,irrelevant,
"Bulking Value, L/kg (gal/lb) | 0.25 (0.03) ",irrelevant,
Applications | Applications | White and tinted automotive finishes and vehicle refinish systems Coil coatings and radiation-curing finishes Powder coatings Waterborne paints High-quality industrial coatings,irrelevant,
 | FT-300C ,irrelevant,
PH | 6.0-8.5,pH,
"Density (ISO 787, Part 10) | 3.9 g/cm3",Density,
Oil Absorption | 18.7 ,Oil Absorption,
Color CIE L* | 99.9 ,irrelevant,
 | Item | Specification ,header,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
Specific gravity | 4.05 g/cm3 ,Density,
 | Oil Absorption | Oil Absorption | （g/100g） |  | 19—24,Oil Absorption,
PH | 7.2,pH,
Rutile crystal content | ≥ 98.5% ,"Crystal (rutile %, anatase %)",
Rutile | % | ≥ | 98 ,"Crystal (rutile %, anatase %)",
"Opacity, g/m2, not more not more arb. units, not less of than | 25 12 97 21",irrelevant,
Packing Sizes | 25kg per Paper Bag and or 1000kg per Woven Bag.,irrelevant,
CHEMICAL ANALYSIS (Typical) |  ,irrelevant,
"Alumina, wt% | 4.3 ",irrelevant,
Carbon Black Undertone | 12.4 | 11.7 | 14.5 | 11.6 | 9.8 | 13.0 ,irrelevant,
"Inorganic coating | Alumina, Silica | Alumina, Silica ",irrelevant,
Asb | ≤0.5,irrelevant,
Typical Properties: | Loss at 105℃ | 1.0%,irrelevant,
"Median Particle Size, µm | 0.50 ",Particle size,
C.A.S. No. | 13463-67-7 ,irrelevant,
"Odour & Texture | Odourless, Soft Dry Powder | Odourless, Soft Dry powder ",irrelevant,
CAS No. | 13463-67-7,irrelevant,
"treatment: Oil absorption: | Alumina, silica, organic 35g/100g",multi,
Organic treatment | present ,irrelevant,
Bulk density [kg/m3 ] | 800,Density,
Ash | ≤0.5,irrelevant,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Tinctorial power | ≥1880,irrelevant,
Colour（L* ） min. | 95.0 | 95.5 ,irrelevant,
PH | 6.0-8.5,pH,
Typical Properties | Typical Properties,irrelevant,
Aprearance | White powder material,irrelevant,
TOTAL IRON AS Fe % | 1.95 | 1.95 | 1.95 ,irrelevant,
Specific Gravity | 4.0 ,Density,
REACH Registration No. | 01-2119489379-17-xxxx,irrelevant,
Bulking value* | 0.0292 lb/gal,irrelevant,
Property | R-902+ ,irrelevant,
"Applications | High-quality, weather-resistant industrial coatings Waterborne coating systems Exterior powder coatings White and tinted automotive finishes and vehicle refinish systems High-quality, weather-resistant architectural coatings",irrelevant,
Specific Gravity | 4.0 | 4.0 | 4.0 | 3.9 | 3.6 | 4.0 ,Density,
Color CIE L* | 99.6 ,irrelevant,
"• | Surface treatment: | Alumina, zirconia, organic",Inorganic surface treatment,
Specific gravity: | 4.1,Density,
Moisture when packed [%] | max | 0.5,irrelevant,
Loss at 105℃ | 1.0%,irrelevant,
Company standard | 24.1-05762329-001-2003,irrelevant,
Specific gravity . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4.0,Density,
Specific Gravity | 4.1 ,Density,
ASTM D 476-00 (2005) | Type III,irrelevant,
"TiO2, wt%, min. | 94 ",TiO2 content,
"Whiteness power, arb. units, not less than | 1900 |  | 1980 ",irrelevant,
"Refractive index | 2,7",irrelevant,
Refractive index | 2.7,irrelevant,
CIE b* | ≤ 1.0 ,irrelevant,
Color index | Pigment White 6 | - ,irrelevant,
Organic treatment | present ,irrelevant,
Oil Absorption | 16.2 ,Oil Absorption,
Product Standard: | Q/321100ACT 006-2008,irrelevant,
Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | Bulk density (tamped)(2) [g/cm3 ] Oil absorption(3) [cm3 /g pigment] Water demand(4) [cm3 /g pigment] ISO 591 classification | 1.1,multi_header,
Gloss 20° :unselected: | ≥ 73 | HMG GL ,irrelevant,
• | Specific gravity: 4.1,Density,
"DuPont Ti Pure Tio, for Coatings - Sluny Grades | Property | Property | Property ",irrelevant,
TiONA® | 121 is an alumina/silica modified chloride-process rutile titanium dioxide pigment.,Production Process,
Average bulk density (kg/m3)c | 800 | 800 ,Density,
Key Features: Applications: | TiONA® 121 is recommended for evaluation in: • Architectural coatings – interior and exterior applications • Water and solvent-based industrial coatings • General industrial coatings • Powder coatings – interior and exterior applications • Marine and protective coatings • PVC plastic applications | Fax: +86.21.6886.5955 EUROPE Brielen 9 2830 Willebroek Belgium Phone: +32.3.860.4800 Fax: +32.3.860.4801 ,irrelevant,
REACH Registration No. | 01-2119489379-17-xxxx,irrelevant,
"Fe2O3, % | < 2.0 ",irrelevant,
ST-01 | high activity | 95 | 7 | 300 | 4.3 ,irrelevant,
"Median Particle Size, µm | 0.41 ",Particle size,
Inorganic coating | Alumina; Zirconia | - :unselected: ,irrelevant,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
TiO2 content (ISO 591) | 90.5 %,TiO2 content,
pH | 7.6–8.6,pH,
Specific gravity [g/cm3 ] | Specific gravity [g/cm3 ] | 4.1,Density,
Crystal structure :unselected: | Rutile,"Crystal (rutile %, anatase %)",
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Residue（45µm） | %（m/m ） | ≤ | 0.01 | 0.01,irrelevant,
Durability | Discoloration | Excellent | Excellent | Excellent ,irrelevant,
C.A.S. | 13463-67-7,irrelevant,
Product | rutile pigment produced by the sulfate process,Production Process,
REACH Registration No. | 01-2119489379-17-xxxx,irrelevant,
水悬浮液 PH 值 | 6.0~9.0,pH,
Standard classification (DIN EN ISO 591-1) | R 2 ,irrelevant,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
GENERAL INFORMATION: | GENERAL INFORMATION:,irrelevant,
PH |  | 6.0-8.5 ,pH,
CAS No. | 13463-67-7 ,irrelevant,
"SiO2, % | 1.25 ",Inorganic surface treatment,
Organic Treatment | No ,irrelevant,
"Surface Treatment | zirconia, alumina, | zirconia, alumina, | and organic",irrelevant,
"Alumina, wt% | 4.3 ",irrelevant,
Relative tint reducing power |  | 1900 ,irrelevant,
Oil absorption | 16g/100g | ISO 787-5 ,Oil Absorption,
"Properties: | • Surface treatment: Alumina, zirconia, organic • Oil absorption: 19g/100g | LWM Corporate Center ",irrelevant,
 | Whiteness | Whiteness | % | ≥ | 97,irrelevant,
Organic Treatment | No ,irrelevant,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
TiO2 content | 95% | XRF ,TiO2 content,
pH Value: | 6.5~8.5,pH,
Bulk density [kg/m3 ] |  | 150 ,Density,
Plasticizers | Fair ,irrelevant,
"Surface Area, m2 /gm | 17 ",irrelevant,
Particle Size（µm） | 0.28 | 0.28 ,Particle size,
Organic Treatment | No ,irrelevant,
Color CIE L* | 99.7*,irrelevant,
Specific Gravity | 4.0 ,Density,
"Resistance at 30°C (86°F) (1,000 ohm) | 12 ",irrelevant,
"TiO2, % | 95.00 ",TiO2 content,
"Water-soluble matters, % | 0,2",irrelevant,
Key Features: | • Highest opacity • Exceptional tint strength • High gloss • Superior dispersibility • Very high durability |,irrelevant,
"TiONA® is a registered trademark in the United States and other countries around the world. Unless otherwise provided by applicable law, nothing contained in this literature shall be deemed a | TiONA® is a registered trademark in the United States and other countries around the world. Unless otherwise provided by applicable law, nothing contained in this literature shall be deemed a | TiONA® is a registered trademark in the United States and other countries around the world. Unless otherwise provided by applicable law, nothing contained in this literature shall be deemed a",irrelevant,
Volatile substance at 105C | % | ≤0.8 ,irrelevant,
Properties: | • | Surface treatment: alumina (no organic),irrelevant,
Loss at 290°C (1) | 0.4 % Max,irrelevant,
Hiding Power | 5.8 | 3LP 0505 ,irrelevant,
Specific surface area [m2 /g] approx. | Specific surface area [m2 /g] approx. | 60 ,irrelevant,
Description: | Cristal 121 is an alumina/silica modified chloride-process rutile titanium dioxide,Production Process,
"Oil absorption, g/100g | 17.0 | DIN EN ISO 787-5 ",Oil Absorption,
Oil absorption (g/100g) | 18.0,Oil Absorption,
Superficial treatment with aluminum and silicon compounds and organic matter | Superficial treatment with aluminum and silicon compounds and organic matter,irrelevant,
Moisture when packed [%] | max | 0.5 ,irrelevant,
Al2 O3 | 7 max.,Inorganic surface treatment,
"Inorganic treatment | Zr, Al",Inorganic surface treatment,
pH (10% suspension): | 7.5,pH,
PH | 6.0-8.5,pH,
Bulk density [g/cm3 ] |  | 800 ,Density,
Tinting Strength | Reynolds Standard | ≥1800 ,irrelevant,
Mass Tone | Close match to the approved sample | Match ,irrelevant,
Items | Items | Items | Specification | Typical Analysis ,header,
Resistivity of aqueous extract(Ω·m) min. | 100 | 120 ,irrelevant,
PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: ,header,
Water demand(4) | 25 cm3 /100g pigment,irrelevant,
pH: Specific gravity: | 8.5 3.8,multi,
"Wallpaper (groundcoats and printing) | . ............................................................................................................................... Opacity, colour stability ",irrelevant,
Typical | • TiO2 content: 95% |  ,TiO2 content,
REACH Registration No. | 01-2119489379-17-xxxx,irrelevant,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
"Resistivity,Ωm ≥ | 60 ",irrelevant,
Product Specifications (excerpt) | Compliance with the following product specifications is currently checked and is the prerequisite for a release of the finished product. ,irrelevant,
Inorganic coating | Alumina; Zirconia | - :unselected: ,irrelevant,
pH of the pigment (20% slurry) | 6.00 - 8.00 | 7.80 ,pH,
• Specific gravity: | 4.1,Density,
Typical Properties: | · TiO2 content: | 94%,TiO2 content,
Packaging | Packaging | 10 kg paper bags / 300 kg pallet ,irrelevant,
Durability . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . Very high,irrelevant,
"content (ISO (ISO 787, Part (ISO 787, Part | 90.5 % 10) 3.9 5) 15 20",irrelevant,
TYPICAL PROPERTIES | TYPICAL PROPERTIES | TYPICAL PROPERTIES ,header,
Tinting Strength，% | 118 | 118 |,irrelevant,
"Loss on Ignition (L.O.I.), % | 0.90",irrelevant,
Production | rutile pigment produced by the chloride process,Production Process,
Product Characteristics | Production rutile pigment produced by the chloride process,Production Process,
Properties Product Characteristics | Properties Product Characteristics | KRONOS 2190 titanium dioxide . produces very high gloss disperses very readily develops outstanding lightening and hiding power is highly economical in use imparts good outdoor durability,irrelevant,
Production rutile pigment produced by the sulfate process | Production rutile pigment produced by the sulfate process | Production rutile pigment produced by the sulfate process ,irrelevant,
+ 325 Mesh Retention ………………………………………………………….. | <0.01%,irrelevant,
Item | Typical Value ,header,
TiO2 content (m/m) | ≥ 94.0%,TiO2 content,
Product Characteristics | TiO2 content (ISO 591) > 92.5 % ,TiO2 content,
Lightening power (Reynold's number) | 1920 ,irrelevant,
"Emulsion Gloss, 60° at 27 PVC | NA | 43 | NA ",irrelevant,
TiO2 Content (%) | 94 .0- 95.5 | ISO 591-1 ,TiO2 content,
"3 | Residue on sieve of 45 microns | EN ISO 787-18 | % w/w | max. 0,02 ",irrelevant,
"Median Particle Size*, µm | 0.405 ",Particle size,
"Volatile matter, % by wt., max. | 0,2 | GOST 21119.1; ISO 787-2 ",irrelevant,
"Volatile at 105℃,%(m/m) ≤ | 0.5 ",irrelevant,
Specific Gravity | 4.1,Density,
Characteristics |  | Company standard | Actual indicators ,irrelevant,
Technical Data Sheet for Rutile Grade: RM-1 | Technical Data Sheet for Rutile Grade: RM-1,irrelevant,
"Refractive index | 2,7 | 2,7 ",irrelevant,
"ASTM D-476-00 (2005) . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . Type III, IV, V",irrelevant,
Oil Absorption | 16.2 ,Oil Absorption,
Particle Size (nm) | Particle Size (nm) | 15 | 30 | 50 ,Particle size,
Oil Absorption: | 18-23,Oil Absorption,
Australia | Belgium | Brazil | Kingdom of Saudi Arabia | USA ,irrelevant,
"Wh |  |  | 97,8 ",irrelevant,
TiO2 (typical) | 95.0 %,TiO2 content,
Organic Treatment | No ,irrelevant,
Oil Absorption | 16.2 ,Oil Absorption,
PH | 7.9 ,pH,
TiO2 content，% | 95.0 | 95.0 | 95.0,TiO2 content,
CAS No. | 13463-67-7,irrelevant,
"Description: | TiONA® 121 is an alumina/silica modified chloride-process rutile titanium dioxide pigment. Designed for use as a multipurpose product, it offers a blend of good optical performance with a high level of durability making it suitable for use in a wide range of interior and exterior coatings and plastics applications. | Lot 350 Old Coast Road Australind WA 6233 Australia Phone: +(08).9780.8301 or +61.8.9780.8301 CHINA ",irrelevant,
"Median Particle Size, µm | 0.41 ",Particle size,
"Properties Product Characteristics | Properties Product Characteristics | Density (ISO 787, Part 10) 4.1 g/cm3",Density,
Phone: +61.8.9411.1222 | Phone: +32.3.860.4800 | Phone: +55.11.3296.1500 | Phone: +966.2.224 8000 | Phone: +1.410.229.4441 ,irrelevant,
Ti-Pure® TiO2 for Coatings-Slurry Grades | Ti-Pure® TiO2 for Coatings-Slurry Grades | Ti-Pure® TiO2 for Coatings-Slurry Grades | Ti-Pure® TiO2 for Coatings-Slurry Grades ,irrelevant,
"Bulking Value, L/kg (gal/lb) | 0.25 (0.03) ",irrelevant,
Oil Absorption: | 18-23,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Crystal Form | Rutile ,"Crystal (rutile %, anatase %)",
Product | Production | rutile pigment produced by the chloride process,Production Process,
Hegman Grind | 7.0 + ,irrelevant,
TiO2 content: | 94%,TiO2 content,
