label,jsonl_data
Water Content,"{'data': 'Water, % by wt ( D - 1364 ) | 0.1 max <header> <> | <SPECIFICATIONS> </header>', 'label': [[9, 14, 'measuring_condition'], [17, 25, 'method'], [30, 33, 'max'], [7, 8, 'unit']]}"
Flash point,"{'data': 'Tag Closed Cup | | 71 °C ( 160 °F ) <header> <Initial> | <> | < 186 °C ( 367 °F ) > </header>', 'label': [[0, 14, 'measuring_condition'], [19, 21, 'mean'], [27, 30, 'mean'], [22, 24, 'unit'], [31, 33, 'unit']]}"
Boiling point,"{'data': 'Distillati on range | °C | ASTM D 86 | <header> <Propert y> <Appeara ance> | <Unit ts> < - > | <Method> <EC A A 01 - - > | <Specificatio on> <Bright & Clea ar> </header>', 'label': [[22, 24, 'unit'], [27, 36, 'method']]}"
Boiling point,"{'data': 'Distillation Range D.P., max | °C | 143.0 | ASTM D 1078 | <header> <Properties> | <Units> | <Value> | <Test Method> | <> </header>', 'label': [[31, 33, 'unit'], [36, 41, 'max'], [44, 55, 'method'], [19, 23, 'measuring_conditon']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | Flammable Liquid | <header> <> | <SPECIFICATIONS> | <TYPICAL *> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_conditon']]}"
Water Content,"{'data': 'Water | % WT | max. 0,1 <header> <PRODUCT SPECIFICATION:> <Test Item> | <PRODUCT SPECIFICATION:> <Unit> | <PRODUCT SPECIFICATION:> <Specification> </header>', 'label': [[8, 9, 'unit'], [10, 12, 'measuring_condition'], [20, 23, 'max']]}"
header,"{'data': 'Property | Typical Value, Units <header> <Property> | <Typical Value, Units> </header>', 'label': []}"
multi,"{'data': 'Water Acidity ( as Acetic acid ) | : max. 0.1 % wt. : max. 0.01 % wt.. <header> <BUTYL DIGLYCOL> <Product code: 11150 > | <BUTYL DIGLYCOL> <Date of issue: 23 / 09 / 10 Replaces: 2 / 12 / 05 > </header>', 'label': [[19, 30, 'measuring_condition'], [42, 45, 'max'], [46, 47, 'unit'], [48, 51, 'measuring_condition'], [59, 63, 'max'], [64, 65, 'unit'], [66, 70, 'measuring_condition']]}"
header,"{'data': 'Specified characteristic | Specification | Test method <header> <Specified characteristic> | <Specification> | <Test method> </header>', 'label': []}"
Boiling point,"{'data': 'Distillation at 101.3 kPa: Initial boiling point | ℃ ℃ | 77 80 | D 1078 | 918 | <header> <Properties> | <Units> | <Limits> | <Test ASTM> | <method ISO> | <Others> </header>', 'label': [[16, 25, 'measuring_condition'], [27, 34, 'measuring_condition'], [51, 52, 'unit'], [53, 54, 'unit'], [65, 71, 'method'], [74, 77, 'method'], [0, 12, 'measuring_condition'], [57, 59, 'mean'], [60, 62, 'mean']]}"
Boiling point,"{'data': 'DP : max. 82,8 | ˚C', 'label': [[10, 14, 'mean'], [17, 19, 'unit'], [0, 2, 'measuring_condition']]}"
Boiling point,"{'data': 'Distillation IBP | °C | 153 | ASTM D 1078 <header> <PROPERTIES> | <UNITS> | <VALUE> | <METHOD> </header>', 'label': [[19, 21, 'unit'], [24, 27, 'mean'], [30, 41, 'method'], [13, 16, 'measuring_condition']]}"
Acid content,"{'data': 'Acidity as Ac etic Ac id | 0.01 wt % max. <header> <Property> | <Typical Value, Units> </header>', 'label': [[11, 24, 'measuring_condition'], [27, 31, 'max'], [32, 34, 'measuring_condition'], [35, 36, 'unit']]}"
Aromatic content,"{'data': 'Aromatics | % vol. | ASTM D 1319 | 99.0 | | <header> <Property> | <Unit> | <Method> | <Min> | <Max> | <Notes> </header>', 'label': [[12, 13, 'unit'], [14, 18, 'measuring_condition'], [21, 32, 'method'], [35, 39, 'min']]}"
header,"{'data': ' | Parameters | Standard | Result <header> <> | <Parameters> | <Standard> | <Result> </header>', 'label': []}"
Active %,"{'data': 'Purity | min. 99.5 % weight', 'label': [[14, 18, 'min'], [19, 20, 'unit'], [21, 27, 'measuring_condition']]}"
Active %,"{'data': 'Assay, % ( D - 2360 ) | 99.5 min | 99.85', 'label': [[24, 28, 'min'], [11, 19, 'method'], [7, 8, 'unit']]}"
Flash point,"{'data': 'Flash Point Tag Closed Cup | 36 °C ( 96 °F ) <header> <Critical Volume> | < 421 ml/g·mol> </header>', 'label': [[12, 26, 'measuring_condition'], [29, 31, 'mean'], [37, 39, 'mean'], [32, 34, 'unit'], [40, 42, 'unit']]}"
Aromatic content,"{'data': 'Aromatic content Appearance | % weight | TS IL 14 ( U.V. ) Visual | 0,0300 Clear & Bright | 0,0300 Clear & Bright <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[32, 38, 'measuring_condition'], [30, 31, 'unit'], [41, 49, 'method'], [68, 74, 'mean'], [92, 98, 'mean']]}"
Water Content,"{'data': 'Water | max. 0.05 | % ( w/w ) | DIN 51 777 / ASTM D 1364 ( mod. Karl - Fischer - Method ) | x <header> <Property> | <Limit> | <Unit> | <Test Method> | <PQR> </header>', 'label': [[13, 17, 'max'], [24, 27, 'measuring_condition'], [20, 21, 'unit'], [32, 56, 'method'], [64, 87, 'measuring_condition']]}"
Acid content,"{'data': 'Acidity as Acetic Acid | 0.02 wt % max.', 'label': [[25, 29, 'max'], [30, 32, 'measuring_condition'], [33, 34, 'unit'], [8, 22, 'measuring_condition']]}"
Water Content,"{'data': 'Water | mass % | 0.1 max | D 1364 | 760 | <header> <Properties> | <Units> | <Limits> | <Test Methods> <ASTM> | <Test Methods> <ISO> | <Test Methods> <Other> </header>', 'label': [[8, 12, 'measuring_condition'], [13, 14, 'unit'], [27, 33, 'method'], [36, 39, 'method'], [17, 20, 'max']]}"
Flash point,"{'data': 'Flash Point, ºF | D - 56 | 140 | 100 | - <header> <TEST> | <ASTM METHOD> | <TYPICAL> | <MINIMUM> | <MAXIMUM> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'method'], [33, 36, 'min']]}"
Boiling point,"{'data': 'Boiling range, 760 mm Hg | 183 - 191 ºC', 'label': [[15, 24, 'measuring_condition'], [27, 30, 'min'], [33, 36, 'max'], [37, 39, 'unit']]}"
header,"{'data': 'Specification | Typical analysis | Test method', 'label': []}"
Boiling point,"{'data': 'Distillation Range - Initial Boiling Point ( IBP ) | 155 | | °C | ASTM D 86 <header> <Properties> | <Minimum> | <Maximum> | <Unit> | <Test Method> </header>', 'label': [[45, 48, 'measuring_conditon'], [53, 56, 'min'], [61, 63, 'unit'], [66, 75, 'method'], [21, 28, 'measuring_conditon']]}"
Aromatic content,"{'data': 'Composition, Volume % Aromatics | | < 1.0 <header> <> | <SPECIFICATIONS> | <TYPICAL*> </header>', 'label': [[20, 21, 'unit'], [38, 41, 'max']]}"
Water Content,"{'data': 'Water : max. 0,05 | % wt. <header> <Product code: MS 14986 Date of issue: 04 / 09 / 2017 > | <Replaces: 20 / 03 / 2012 > </header>', 'label': [[22, 25, 'measuring_condition'], [20, 21, 'unit'], [13, 17, 'max']]}"
Aromatic content,"{'data': 'Aromatic Content | vol % | 98 min | AM - S 140.31 <header> <Property> | <Units> | <Specification> | <Test Method> </header>', 'label': [[19, 22, 'measuring_condition'], [23, 24, 'unit'], [27, 29, 'min'], [36, 50, 'method']]}"
header,"{'data': 'Typical Properties | Doctor Test | - | ASTM D 235 | Negative <header> <Data Sheet> | < 22 - Nov - 2007 > | < 22 - Nov - 2007 > | <> | <> </header>', 'label': []}"
Acid content,"{'data': 'Acidity | ( as acetic acid ) | < | 0.01 | wt % | ASTM D - 1613', 'label': [[15, 26, 'measuring_condition'], [35, 39, 'max'], [42, 44, 'measuring_condition'], [45, 46, 'unit'], [49, 62, 'method']]}"
Water Content,"{'data': 'Water Content≤ % | 0.05 <header> <Item> | <PMA> </header>', 'label': [[15, 16, 'unit'], [19, 23, 'max']]}"
Water Content,"{'data': 'Water Content | % m/m | 5 | Pass <header> <Characteristics> | <Units> | <Values/ Specification> | <As Measured> </header>', 'label': [[16, 17, 'unit'], [18, 21, 'measuring_condition'], [24, 25, 'mean']]}"
Flash point,"{'data': 'Flash point | Flash point | ( ASTM D 56 ) : - 4 °C <header> <Product code: MS 14066 > | <Product code: MS 14066 > | <Date of issue: 01 / 10 / 12 Replaces: 16 / 10 / 09 > </header>', 'label': [[30, 39, 'method'], [44, 47, 'mean'], [48, 50, 'unit']]}"
Water Content,"{'data': 'Water, % by wt ( D - 1364 ) | Water, % by wt ( D - 1364 ) <header> <> <Cyclohexanone Assay, % by wt> | <SPECIFICATIONS> < 99.8 min 0.10 max. 2011 0.01 max 0.10 max 10 max> </header>', 'label': [[7, 8, 'unit'], [9, 14, 'measuring_condition'], [17, 25, 'method'], [37, 38, 'unit'], [39, 44, 'measuring_condition'], [47, 55, 'method']]}"
header,"{'data': 'TEST | METHOD | MIN | MAX <header> <TEST> <Appearance ( 18,3 - 25,6 ℃. ) > | <METHOD> <VISUAL> | <MIN> <Clear - Bright - Transparent> | <MAX> <Clear - Bright - Transparent> </header>', 'label': []}"
multi,"{'data': '- 20 | 0.10 | 1.0099 | 3.33 | | <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
Boiling point,"{'data': 'Boiling Point @ 760 mmHg, 1.01 ar | 134.3 °C ( 273.7 °F ) <header> <Property> | <Value> </header>', 'label': [[16, 33, 'measuring_condition'], [36, 41, 'mean'], [42, 44, 'unit'], [53, 55, 'unit'], [47, 52, 'mean']]}"
Water Content,"{'data': 'Water Content, wt % | BRCP 5053 | ISO 12937 | 0.10 max <header> <Properties> | <Test Methods> | <> | <Sales Specifications> </header>', 'label': [[15, 17, 'measuring_condition'], [18, 19, 'unit'], [22, 31, 'method'], [34, 43, 'method'], [46, 50, 'max']]}"
header,"{'data': 'Typical values | Typical values | Typical values | Typical values | Typical values | Typical values', 'label': []}"
Acid content,"{'data': 'Sales Specification | Acidity as Acetic acid % m/m | | 0.005 | ASTM D 1613', 'label': [[30, 44, 'measuring_condition'], [45, 46, 'unit'], [47, 50, 'measuring_condition'], [55, 60, 'mean'], [63, 74, 'method']]}"
header,"{'data': 'Properties | Units | Limits | Test Methods | Test Methods | Test Methods <header> <Properties> | <Units> | <Limits> | <Test Methods> <ASTM> | <Test Methods> <ISO> | <Test Methods> <Other> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Property Unit Method | Value | Value <header> <Data Sheet> | <CAS Registry Number : 78 - 92 - 2 Re - Issued: 15 - Jan - 2004 > | <CAS Registry Number : 78 - 92 - 2 Re - Issued: 15 - Jan - 2004 > | <CAS Registry Number : 78 - 92 - 2 Re - Issued: 15 - Jan - 2004 > </header>', 'label': []}"
Boiling point,"{'data': 'Distillation range ( ASTM D 1078 ) : | max. 1 °C ( 56,2 °C included )', 'label': [[21, 32, 'method'], [44, 45, 'std'], [46, 48, 'unit'], [51, 55, 'mean'], [56, 58, 'unit']]}"
Flash point,"{'data': 'Flash Point, Abel | IP 170 | °C | 33.0', 'label': [[29, 31, 'unit'], [34, 38, 'unclear_value'], [23, 26, 'unclear_value']]}"
header,"{'data': 'SPECIFICATION : | SPECIFICATION : <header> <SPECIFICATION :> <Item> | <SPECIFICATION :> <Index> </header>', 'label': []}"
Water Content,"{'data': 'Water, max: | | 0.20 | % wt | Karl Fischer <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': [[16, 20, 'max'], [23, 24, 'unit'], [25, 27, 'measuring_condition'], [30, 42, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point | | <header> <VMP Naphtha> | <> | <Immiscible> </header>', 'label': []}"
Water Content,"{'data': 'Water | ppm | UOP 481 ( * ) | 100 max. <header> <Parameter> | <Units> | <Method> | <Specification> </header>', 'label': [[8, 11, 'unit'], [14, 21, 'method'], [30, 33, 'max']]}"
header,"{'data': 'Measure | Test Method | Unit | Testing Data', 'label': []}"
Boiling point,"{'data': ' ( ºC ) 97 % | ≤ 118 | ASTM D 1078 <header> <PROPERTIES> | <COMMERCIAL VALUES> | <TEST METHODS> </header>', 'label': [[23, 34, 'method'], [17, 20, 'max'], [8, 12, 'measuring_condition'], [3, 5, 'unit']]}"
Acid content,"{'data': '2 - Ethylhexanoic Acid, % | 0.0500 Maximum | TEAD - A - AN - G - VA - 14 <header> <SPECIFICATIONS> <PROPERTY> | <SPECIFICATIONS> <LIMITS> | <SPECIFICATIONS> <TEST METHOD> </header>', 'label': [[0, 22, 'measuring_condition'], [24, 25, 'unit'], [28, 34, 'max'], [45, 72, 'method']]}"
Boiling point,"{'data': 'Dry point | | | | 181 <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>', 'label': [[0, 9, 'measuring_condition'], [18, 21, 'max']]}"
Boiling point,"{'data': 'IBP | : min. 81,8', 'label': [[13, 17, 'min'], [0, 3, 'measuring_condition']]}"
multi,"{'data': '– 40 | | 0.9499 | 46.2 | | <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
Acid content,"{'data': 'Acidity, as acetic acid, max | Wt % | 0.010 | ASTM D 1613', 'label': [[31, 33, 'measuring_condition'], [34, 35, 'unit'], [46, 57, 'method'], [12, 23, 'measuring_condition'], [38, 43, 'max']]}"
Boiling point,"{'data': 'Distillation Range, max: | | 5 | oC | ASTM D 1078 <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': [[29, 30, 'max'], [33, 35, 'unit'], [38, 49, 'method']]}"
Flash point,"{'data': 'FLASH POINT oC | 41 | IP 170 | 42 <header> <PROPERTY> | <QUALITY REQUIREMENT MINIMUM MAXIMUM> | <TEST METHOD REFERENCE> | <TYPICAL VALUES> </header>', 'label': [[12, 14, 'unit'], [17, 19, 'mean'], [22, 28, 'method'], [31, 33, 'mean']]}"
Boiling point,"{'data': 'Boiling range 1013 mbar,within | | <header> <PRODUCT SPECIFICATION:> <Test Item> | <PRODUCT SPECIFICATION:> <Unit> | <PRODUCT SPECIFICATION:> <Specification> </header>', 'label': [[14, 23, 'measuring_condition']]}"
header,"{'data': 'Distillation | Typical Value | Unit | Test Based On <header> <Properties Aniline Point> | <Typical Value> < 70 > | <Unit> <°C> | <Test Based On> <ASTM D 611 > </header>', 'label': []}"
Flash point,"{'data': 'Flash point ( °C ) | <header> <Appearance at 25 ºC> | <Clear liquid> </header>', 'label': [[14, 16, 'unit']]}"
Boiling point,"{'data': 'Dry Point | °C | ASTM D 86 | | 200 <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[0, 3, 'measuring_condition'], [12, 14, 'unit'], [17, 26, 'method'], [31, 34, 'max']]}"
Acid content,"{'data': 'Acid value | max. 0.1 | mg KOH/g | DIN 53402 <header> <Property> | <Value> | <Unit> | <Test method> </header>', 'label': [[18, 21, 'max'], [24, 32, 'unit'], [35, 44, 'method']]}"
Acid content,"{'data': 'Acidez residuo | Neutro | Neutro | ASTM D 1093 <header> <DETERMINACIONES> | <ESPECIFICACIONES Mín. Máx.> | <ESPECIFICACIONES Mín. Máx.> | <MÉTODO DE ENSAYO> </header>', 'label': [[35, 46, 'method'], [17, 23, 'mean'], [26, 32, 'mean']]}"
Flash point,"{'data': 'Closed Cup Flash Point °F | 119 <header> <Physical properties> | <> </header>', 'label': [[0, 10, 'measuring_condition'], [23, 25, 'unit'], [28, 31, 'mean']]}"
Acid content,"{'data': 'Acidity | Max 0.01 % wt as acetic acid or this is equal to an acid no of 0.09 mgKOH/g', 'label': [[14, 18, 'max'], [19, 20, 'unit'], [21, 85, 'measuring_condition']]}"
header,"{'data': 'Properties | Units | Limits | Test ASTM | method ISO | Others <header> <Properties> | <Units> | <Limits> | <Test ASTM> | <method ISO> | <Others> </header>', 'label': []}"
Aromatic content,"{'data': 'Aromat tic content | wt % | UV 1 | 0.001 <header> <Proper rty> | <Units> | <M Method> | <Ty p ical values> </header>', 'label': [[21, 23, 'measuring_condition'], [24, 25, 'unit'], [35, 40, 'mean'], [28, 32, 'method']]}"
header,"{'data': 'Parameter | Unit | Method | Value <header> <Parameter> | <Unit> | <Method> | <Value> </header>', 'label': []}"
Boiling point,"{'data': ' | DP, max | | ASTM D 1078 | 173 <header> <Specification items> | <Property> | <Unit> | <Test method> | <Value> </header>', 'label': [[3, 5, 'measuring_condition'], [15, 26, 'method'], [29, 32, 'max']]}"
Water Content,"{'data': 'Water | max. 0.2 % weight', 'label': [[13, 16, 'max'], [17, 18, 'unit'], [19, 25, 'measuring_condition']]}"
Water Content,"{'data': 'Moisture, wt % , max | 0.3', 'label': [[10, 12, 'measuring_condition'], [13, 14, 'unit'], [23, 26, 'max']]}"
header,"{'data': 'Parameters | Min | Max | Units | Method <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': []}"
Water Content,"{'data': 'Water | 0.05 % max <header> <Test> | <Specification> </header>', 'label': [[8, 12, 'max'], [13, 14, 'unit']]}"
Boiling point,"{'data': 'I.B.P. | 220 min ASTM.D. 86 - 82', 'label': [[9, 12, 'min'], [17, 32, 'method'], [0, 6, 'measuring_condition']]}"
Acid content,"{'data': 'Acidity, % by wt, as Acetic Acid ( D - 1613 ) | 0.01 max <header> <> | <SPECIFICATIONS> </header>', 'label': [[9, 10, 'unit'], [11, 16, 'measuring_condition'], [18, 32, 'measuring_condition'], [35, 43, 'method'], [48, 52, 'max']]}"
Boiling point,"{'data': 'Boiling point @ 760 mmHg, 1.01 bar | 295 °F | 146 °C', 'label': [[16, 34, 'measuring_condition'], [37, 40, 'mean'], [41, 43, 'unit'], [46, 49, 'mean'], [50, 52, 'unit']]}"
Boiling point,"{'data': 'Dry Point | °C | ASTM D 86 | 205 | 205 <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[12, 14, 'unit'], [17, 26, 'method'], [29, 32, 'mean'], [35, 38, 'mean'], [0, 9, 'measuring_conditon']]}"
Water Content,"{'data': 'Water | Water | : max. 0.1 % wt. <header> <Product code: MS 14066 > | <Product code: MS 14066 > | <Date of issue: 01 / 10 / 12 Replaces: 16 / 10 / 09 > </header>', 'label': [[23, 26, 'max'], [27, 28, 'unit'], [29, 32, 'measuring_condition']]}"
Acid content,"{'data': 'Acid number | mg KOH/g | 0.05 max | D 974 | 2114 | 2114 <header> <Properties> | <Units> | <Limits> | <Test Methods> <ASTM> | <Test Methods> <ISO> | <Test Methods> <DIN EN> </header>', 'label': [[14, 22, 'unit'], [25, 29, 'max'], [36, 41, 'method'], [44, 48, 'method'], [51, 56, 'method']]}"
Acid content,"{'data': 'Acidity as Acetic Acid | Acidity as Acetic Acid | 0.02 wt % max. <header> <Autoignition Temperature> | <E 659 > | < 377 °C 711 °F> </header>', 'label': [[11, 22, 'measuring_condition'], [36, 47, 'measuring_condition'], [50, 54, 'max'], [55, 57, 'measuring_condition'], [58, 59, 'unit']]}"
header,"{'data': 'MEASURES | MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES <header> <MEASURES> | <MEASURES> | <UNITS> | <MEASURES METHODS> | <TYPICAL VALUES> </header>', 'label': []}"
Flash point,"{'data': 'Flash point [ C ] : - - | ≥ 150', 'label': [[14, 15, 'unit'], [28, 31, 'min']]}"
Aromatic content,"{'data': 'Aromaattipitoisuus Aromathalt Aromatic content | til - % vol. - % % v/v | | 0,1 | 0,02 | UOP 495 <header> <> | <Yksikkö Enhet Unit> <> | <Laaturaja Kvalitetskrav Specification> <min.> | <Laaturaja Kvalitetskrav Specification> <max.> | <Tyypillinen arvo Typvärde Typical analysis> <> | <Määritysmenetelmä Testmetod Test method> <> </header>', 'label': [[76, 79, 'max'], [82, 86, 'mean'], [89, 96, 'method'], [55, 56, 'unit'], [64, 65, 'unit'], [66, 67, 'unit'], [57, 61, 'measuring_condition'], [68, 71, 'measuring_condition']]}"
Flash point,"{'data': 'Flash p point | °C | AS STM D 56 | 28 <header> <Proper rty> | <Units> | <M Method> | <Ty p ical values> </header>', 'label': [[21, 32, 'method'], [35, 37, 'mean'], [16, 18, 'unit']]}"
Flash point,"{'data': ' | Flash Point | °C | ASTM D 56 | 51 <header> <Typical Properties> | <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[34, 36, 'mean'], [22, 31, 'method'], [17, 19, 'unit']]}"
