text,label,jsonl_data
Freezing Point |  | -64°C (-83°F) ,irrelevant,
50 | 0.3 | 0.9258 | 158.0 | 158.0 |  ,multi,
Boiling range | at 1013 hPa; 95 Vol.-%; 2 – 97 ml | 145 – 147°C | DIN 53171 ,Boiling point,
Vapor Pressure @20°C | kPa | Calculated | 9.5 ,irrelevant,
Physical properties | †,irrelevant,
Critical Volume | 269 ml/g·mol ,irrelevant,
Feature | Units | Minimum | Maximum | Test Method ,header,
DETERMINATION | LIMITS | RHODIA METHOD ,header,
Property | Value ,header,
Property | Value ,header,
Fire point | D 56 | 40 min | C degree ,irrelevant,
Heat of Combustion (Net) @25°C | kJ/kg | - | 31500 ,irrelevant,
- | Boiling range | °C | 274-289 | - ,Boiling point,
"Kg per Liter, 20°C | 0.95 ",irrelevant,
Color | Pt-Co | ASTM D1209 | < 5 ,irrelevant,
Density（20℃） | 1.032-1.035 | g/cm3 | ASTM D 4052-09 ,irrelevant,
CHARACTERISTIC | CHARACTERISTIC | APPROXIMATE VALUES | UNIT OF MEASURE | LECHLER METHOD | REFERENCE METHOD ,header,
Hildebrand Solubility Parameter | (cal/cm³)^½ | - | 9.2 | 9.2 ,irrelevant,
 | Benzene | mg/kg GC | < 3 ,irrelevant,
Pour Point | °C | ASTM D97 | < -50 ,irrelevant,
Final Boiling Point | ASTM D86 | °C :unselected: | max. 300 ,Boiling point,
Enthalpy of vaporization (∆ Hv) | at 1013 hPa | 279 kJ/kg |  ,irrelevant,
Other solubilities: | Organic solvents: unlimited miscible,irrelevant,
WATER (% m/m) | Max. 0.10% | UQS-3-DCA-NA-007 ,Water Content,
Density at 15 °C | kg/m³ | ASTM D 4052 | 770 | 800 ,irrelevant,
Total |  | 10.7 ,irrelevant,
"Methyl Ethyl Ketone, max | Wt ppm | 30 | GC |  ",irrelevant,
Colour | Pt-Co | 10 max | D1209 | 6271 |  ,irrelevant,
Distillation | °C | ASTM D1078 | 145 (IBP) | 210 (DP) ,Boiling point,
Properties | Typical Value | (English) | Typical Value | (SI) | Test Based On ,header,
Specific Gravity at 15.6℃ (D-3505) | 0.865 - 0.875 | 0.87 ,irrelevant,
Vapor Pressure @ 20°C | 27.8 mm Hg,irrelevant,
Data Sheet | Issued: 16-Mar-2007 | Issued: 16-Mar-2007 |  |,irrelevant,
30 | 0.8797 | 3.8 | 1.4251 ,irrelevant,
Water content | wt % | AST M D 1364 / BR RCP 5281 / EC‐F‐WTM M54 | 0 .007 ,Water Content,
Of water :unselected: | max. 0.05 | % | DIN 51777 part 1 ,Water Content,
Corrosion (D-849) | Pass Pass,irrelevant,
Safety and Handling | : Refer Safety Data Sheet | : Refer Safety Data Sheet | : Refer Safety Data Sheet ,irrelevant,
Antoine Constants: Temperature range | ℃ |  | +10 to +140 ,irrelevant,
外观: | 无色无味透明液体,irrelevant,
Doctor Test | --- | Negative | Negative | ASTM D 4952 ,irrelevant,
Odour | Aromatic Odor,irrelevant,
Evaporation rate (DIN 53170; ether = 1) | 22,irrelevant,
1.5 mm Hg | 25°C,stray,
THERMAL CONDUCTIVITY (25℃) | 2.76 mW/cm-℃ | 0.160 Btu/(ft.) (hr.) (ºF) | 0.276 W/mk ,irrelevant,
Property | Value,header,
"Alkalinity, ppm as NaOH | 10.0 ppm maximum ",irrelevant,
Specifications | Appearance Ethyl acetate | : colourless clear liquid : 98.5% ,irrelevant,
"O Density at 15 C | ASTM D 1298 | 3 g/cm | 0,8680 - 0,8800 ",irrelevant,
Hydrogen Bonding | 5.8 ,irrelevant,
"Density | Kg/Lt | 0,940 (+/- 0,005) | D100 ",irrelevant,
Water content | % (w/w) | DIN 51777 | max. 0.1 ,Water Content,
Nitrocellulose Solubility | Active ,irrelevant,
Dilution Ratio |  ,irrelevant,
Copper corrosion | - | ASTM 849 | Copper strip shall not show iridescence nor a gray or black deposit or discoloration | Copper strip shall not show iridescence nor a gray or black deposit or discoloration ,irrelevant,
7 | Flash point | 19°C (c.c.) ,Flash point,
"Olefinics | D 1319 | 5,0 max | % volume ",irrelevant,
Typical Properties | Relative Evaporation Rate (Ether=1) - DIN 53170 | > 3900 ,irrelevant,
Boiling point [°C] | 212 ,Boiling point,
Pt-Co Color | 10 max. ,irrelevant,
Purity | % | 99.5 Min ,Active %,
"Antoine Constant A # | kPa, °C | - | 6.31286 ",irrelevant,
Molecular weight (g/mol) |  | 162.23,irrelevant,
Ignition temperature (DIN 51 794) | °C | 335 ,irrelevant,
PACKING - - | PACKING - - |  ,irrelevant,
"Expansion Coefficient, per °C @ 20°C | Expansion Coefficient, per °C @ 20°C | 0.00117 ",irrelevant,
"Mixed Aniline Point, ℃ (D-611) |  | 10 ",irrelevant,
_h (Hydrogen bonding) |  | 9.6,irrelevant,
Typical Properties | Antoine Constants: Temperature range °C - | 0 to +100 ,irrelevant,
Typical Properties | Vapor Pressure @0°C kPa | - | 0.90 ,irrelevant,
"Density (20°C) : 0,944 – 0,948 | kg/l ",irrelevant,
Chemical name | Propan-1-ol,irrelevant,
Density at 30°C | kg/L | ASTM D4052 | Report |  |  ,irrelevant,
Kauri-Butanol Value (D-1133) | 87 min | 90 ,irrelevant,
"Water | : max. 0,05 % W/W : max. 0,001 g/100 ml : max. 0,2 % wt",Water Content,
Molar mass | 200.4 g/mol,irrelevant,
Molecular formula | C6H12O2,irrelevant,
SOLUBILITY PARAMETER | 8.6 ,irrelevant,
"Purity, min | Wt % | 99.50 | GC",Active %,
"Purity, % 1 | Min. 99",Active %,
C/A (S-corr.) | ASTM D 2140 |  ,irrelevant,
Evaporation rate (butyl acetate = 100) | 195 ,irrelevant,
Distillation range | ℃ :unselected: | 220 - 234 | ASTM D1078 ,Boiling point,
Methyl ethyl ketone | Methyl ethyl ketone | (GC) : min. 99.5 % wt. ,irrelevant,
Kauri-Butanol Value (D-1133) | 28 min. |  ,irrelevant,
Upper @ 185°C | 19.4 Vol % ,irrelevant,
Aniliinipiste Anilinpunkt Aniline point | °C |  |  | 70 | ISO 2977 ,irrelevant,
Evaporation Rate | 0.03,irrelevant,
"Distillation, 760 mm Hg, IBP, ºC | Min. 62,0 ",Boiling point,
Flammable limits (vol.% in air) |,irrelevant,
Fe | 1 ppm max | -- | -- ,irrelevant,
Boiling point | 170℃ ,Boiling point,
point Net heat of combustion (kJ/g) predicted @ 25°C | 27.2,irrelevant,
2 | Colour pt/co | 10 max |  | ME-11003 ,irrelevant,
%Wt Water in | 20.1 ,irrelevant,
Color (Pt-Co) | ≤15 ,irrelevant,
Boiling Point (atmos. pressure) | 189°C,Boiling point,
Molecular Weight | 216.3 ,irrelevant,
Lower @ 93°C |  | 1.3 Vol % ,irrelevant,
. . . APARIENCIA Appearance |  | . Transparente y libre de materias en suspensión. Clear and free of suspended matter ,irrelevant,
"Mixed Aniline Point, ℃ (D-611) | 12.8",irrelevant,
Sulphur Content | mg/kg | IP 490 | 15 | 15 ,irrelevant,
8. Non-Volatile matter mg/100ml ASTM | D1353 | : 2.0 max,irrelevant,
"Antoine Constant B # | kPa, °C | - | 2009.16 ",irrelevant,
EINECS number (EC No.) |  | 265-151-9 ,irrelevant,
Hydrogen Bonding | 8 ,irrelevant,
Relative Evaporation Rate (nBuAc=1) | - | ASTM D3539 | 4.0 ,irrelevant,
Appearance |  | Clear and free from suspended matter | D4176 |  | visual ,irrelevant,
Boiling Point @ 760 mm Hg | 80.8-83.8℃ (177-183ºF) ,Boiling point,
FORMULA : | (CAS : 64-17-5/ EINECS : 200-578-6) ,irrelevant,
Evaporation number (diethyl ether = 1) | approx. 330 |  | DIN 53 170 ,irrelevant,
Consumer products |  ,irrelevant,
Property | Spec | Unit | Test method / Ref. Standard ,header,
Lot Number | Report |  |  |  ,irrelevant,
Dilution Ratio |  ,irrelevant,
Surface Tension @ 20°C | Surface Tension @ 20°C | 24.6 dynes/cm ,irrelevant,
10 | 0.007 | 0.9620 |  |  ,irrelevant,
"Ethylene glycol monobutylether, 2-Butoxy ethanol | Ethylene glycol monobutylether, 2-Butoxy ethanol |  ",irrelevant,
TLV PPM 1998 |  | 150 ,irrelevant,
Sales Specification | Acidity as Acetic acid %m/m |  | 0.004 | ASTM D1613,Acid content,
DOT Label Required | None,irrelevant,
"Corrosion, copper |  | max. 1b | 1a | EN ISO 2160 ",irrelevant,
"Density at 15°C | ISO 12185 | g/cm³ | 0,8800 - 0,8900 ",irrelevant,
Density @ 15℃: | 0.946 | 0.958 | g/cm3 | Calculated ,irrelevant,
Critical Temperature | 327.8 °C ,irrelevant,
"For additional technical, sales and order assistance: | For additional technical, sales and order assistance: | For additional technical, sales and order assistance: ",irrelevant,
Nonpolar | 8.3 | 8.3 | 8.3 | 8.3 | 8.3 | 8.3 | 8.3 | 7.9 ,irrelevant,
"COLOR HAZEN, máx Colour Couleur | 10 ",irrelevant,
(n-butyl acetate = 1) | 0.008,irrelevant,
Vapor pressure @ 20 °C (mm Hg) | 3.8 ,irrelevant,
Chlorine | 2 | max | mg/kg | DSM 2484 ,irrelevant,
Analytical Method | Quality Requirement | Commercial Specification | Commercial Specification ,header,
Lot_No |  | 1170215411 |  ,irrelevant,
Dilution Ratio |  ,irrelevant,
DBP |  |  | 185 ,Boiling point,
Azeotropes |  ,irrelevant,
Specification | Typical analysis | Test method,header,
Property | Value ,header,
Critical Temperature | 327.8°C ,irrelevant,
Specific heat (J/g/°C @ 25°C) |  | 1.98,irrelevant,
(dynes/cm at 25°C) | 31.2,irrelevant,
Appearance | Colour (Saybolt) | ASTM D156 | Saybolt | 25 |  |  ,irrelevant,
Reason for issue: General overhaul | Page 2 of 3,irrelevant,
Benzene | GC | ppm | max. 100 ,irrelevant,
ExxonMobil Chemical Company | ExxonMobil Chemical Asia Pacific | ExxonMobil Chemical Europe ,irrelevant,
"Viscosity at 20 C | 51562 | 2 /s | 2,80 ",irrelevant,
60 | 0.9111 | 35.42 | 1.11 | 2.011 ,multi,
Assay | 99.0 wt % min.,Active %,
"Distillation, FBP | °C | - | 196 | EN ISO 3405 ",Boiling point,
Properties | Units | Value | Test Method ,header,
Furfural | g/hl | none | none | Regulation CE nº 625 / 2003 ,irrelevant,
Temperature |  |  |  ,irrelevant,
APPEARANCE | APPEARANCE | APPEARANCE,irrelevant,
Distillation Range at 760 mmHg | 95% ºC | 135 – 175 | ASTM D1078 ,Boiling point,
Surface Tension @ 20°C | 27.9 dynes/cm,irrelevant,
Electrical Resistance | >20 Megohms ,irrelevant,
Dilution Ratio: SBP 100/140 | - | ASTM D1720 | 1.0 ,irrelevant,
Water | Max 0.1%wt,Water Content,
Issue No : | 2 ,irrelevant,
C/N (S-corr.) | % | mod. | 34,irrelevant,
Surface Tension (20℃) | 22.4 Dynes/cm ,irrelevant,
10 | 18.8 | 0.8994 | 0.67 | 1.3893 | 1.92 ,irrelevant,
Property | Unit | Specification | Test Method | Test Method ,header,
Acidity | 0.10 % max | 0.10% max | 0.12% max ,Acid content,
Hydrogen Bonding Index | - | - | 10.5 ,irrelevant,
Typical Properties | Copper Corrosion (3hr @100°C) | - | ASTM D130 | 1 ,irrelevant,
_p (Polar) |  |  |  | 7.2,irrelevant,
Upper Flammable Limit | 6.88% vol. ,irrelevant,
Dry Point | °C | ASTM D 86 | 195 | 195 ,Boiling point,
"Water content | wt.-% | Karl-Fischer | max. 0,05 ",Water Content,
Boiling point (°C) | 189 | 202 | 153 ,Boiling point,
Specific gravity (25/25°C) |  |  |  | 0.902,irrelevant,
Azeotrope with Water: Solvent Content % m/m | Azeotrope with Water: Solvent Content % m/m | - | 88.7 ,irrelevant,
BP |  | 97°C (206.6°F) ,irrelevant,
Unit | h/Pa,irrelevant,
"Distillation, IBP | °C | min. 150 | 159 | EN ISO 3405 ",Boiling point,
Boiling Point @ 760 mm Hg Dry Point |  ,Boiling point,
Aniline Point | °C | 51 °C | ASTM D611 ,irrelevant,
PRODUCT SPECIFICATION: | PRODUCT SPECIFICATION: | PRODUCT SPECIFICATION: ,irrelevant,
FLASH POINT (ASTM-D 93-72) | 104℃ | 219ºF | 377ºK ,Flash point,
Solubility at 20°C (%) : |,irrelevant,
l Process solvents | l Low surface tension l Non-HAP l Non-SARA l REACH compliant l Readily Biodegradable l Slow evaporation rate l Urethane grade ,irrelevant,
DOT Identification No. | UN 1255,irrelevant,
"Appearance | Clear, free from suspended matter | Clear, free from suspended matter | Visual |  ",irrelevant,
"Assay, min: | 99.0 |  | %wt | GC ",Active %,
Property | Unit | Method | Value ,header,
208.1 | 1013 |  |  ,irrelevant,
Heat of Combustion | -979.8 kcal/g·mol ,irrelevant,
Specific heat (J/g/°C @ 25°C) | No test data available ,irrelevant,
Flammable limits (vol.% in air) |  |  ,irrelevant,
mbar | 168 –172 °C,stray,
Density at 20°C lb/gal | 6.68 ,irrelevant,
"Copper corrosion | EN ISO 2160 | - | 0 (3h / 50 C), Grad 1 ",irrelevant,
Product Name | SHELLSOL OMS | SHELLSOL OMS | SHELLSOL OMS,irrelevant,
Specification | Typical analysis | Test method,header,
_Polar :unselected: | 2.8 ,irrelevant,
pH (1% solution/water) | Not available ,irrelevant,
IBP | 227 min,Boiling point,
. G. Artículo: | . 22937 | . 22937,irrelevant,
Total | 9.3 ,irrelevant,
EINECS (EU) | 249-951-5,irrelevant,
Saybolt Colour |  | ASTM D 156 | 25 | 25 ,irrelevant,
Zinc (Zn) | 100 ppb ,irrelevant,
Critical Volume | 565 ml/g·mol ,irrelevant,
"Aniline point | DIN ISO 2977 | °C | 76,0 ",irrelevant,
Kosher | Florida K,irrelevant,
August 2010 |  |  ,irrelevant,
Dry Point |  |  | - | 216 ,Boiling point,
Melting temperature | °C | -85 ,irrelevant,
Hazardous Air Pollutant (see note 2††) | Y,irrelevant,
Color Pt-Co |  | 15 max. ,irrelevant,
Initial Point | °C | ASTM D 86 | 150 | 150 ,stray,
Specification data | Specification data | Inspection Method | Value ,header,
DP | ASTM D 1078 | ° C | 118 ,Boiling point,
Freezing Point | -25°C (-13°F) ,irrelevant,
"Flashpoint Abel/Pensky | IP 170 | C :unselected: | min. 40,0 ",Flash point,
Benzen ne content | mg/kg | GC2 | <3 ,irrelevant,
"Distillation, Initial Boiling Point °C | ASTM D86 | 189 ",Boiling point,
Distillation FBP | °C :unselected: | ≤ 165 | ASTM D1078 ,Boiling point,
%Wt In Water | <0.05,irrelevant,
 | DMSO | NMP | DMF ,irrelevant,
Vapor pressure@ 25°C — extrapolated | 0.03 mmHg 2.9 Pa ,irrelevant,
Assay | 98.5 wt % min. ,Active %,
Density | Kg/L @ 20 ℃ | 0.809 | 0.811 | TM 3 ,irrelevant,
Vapor Density (air = 1) | 4 ,irrelevant,
"Tislauksen kuivapiste Destillation, torrpunkt Distillation, dry point | 0 C |  |  | 242 | EN ISO 3405 ",Boiling point,
"Color, Pt-Co | ASTM D1209 | 10 Max ",irrelevant,
Evaporation Rate |  ,irrelevant,
Benzen ne content | mg/kg | G GC2 | 44 ,irrelevant,
Dry point |  |  | 171.0 | . 180.0 ,Boiling point,
Acidity | max. 0.1 mg KOH/g,Acid content,
Lower (calculated) |  |  |  | 0.85,irrelevant,
Property | Unit | Method | Value ,header,
Aromatics | % vol | 10-20 | ASTM D 1319 | ASTM D 1319 ,Aromatic content,
SolventsUtilized | Not applicable for this product ,irrelevant,
REFRACTIVE INDEX | 1.540 | @ 20° C,irrelevant,
"Distillation Range, ℃ | 211-214 | 203-220 | 211-229 | 192-201 | 203-214 | 216-230",Boiling point,
"Water in, @ 20°C | Complete",irrelevant,
See packaging list |  |  ,irrelevant,
"Boiling Point @ 760 mmHg, 1.01 ar | 165 °C (329 °F) ",Boiling point,
Parameter | Conditions | Units | Value ,header,
COMPONENT | UNITS | TEST METHOD | SPECIFICATION | TYPICAL VALUES ,header,
"Ponto de ebulição, 760 mm Hg (°C) | 39,8",irrelevant,
Appearance | Clear/matter free,irrelevant,
H2S | CUALITATIVE | NEGATIVE | NEGATIVE | MA-IE-FQ-015 | ASTM D 853-04 ,irrelevant,
Refractive Index @20°C | 1.5380 - 1.5410,irrelevant,
Dielectric constant (v) at 20 °C | 6.002,irrelevant,
Specific Heat @20°C | kJ/kg/°C | - | 2.2 ,irrelevant,
Nutrition | Not applicable for this product ,irrelevant,
INCI Name | Hexyl Alcohol ,irrelevant,
Classification/Registry Numbers | Classification/Registry Numbers ,irrelevant,
Refractive index at 20°C | 1.4225 |  ,irrelevant,
Initial boiling point | °C | 188 |  |  |  ,Boiling point,
"Distillation, IBP | ℃ | 106.0 min ",Boiling point,
10 | 0.9556 | 2.04 | 2.79 | 1.802 ,irrelevant,
"Description | SHELLSOL D70 consists predominantly of C11- C14 paraffins and naphthenes. Deep hydrogenation gives this solvent a very low aromatic content, negligible amount of reactive impurities and a low, sweet odour. | SHELLSOL D70 consists predominantly of C11- C14 paraffins and naphthenes. Deep hydrogenation gives this solvent a very low aromatic content, negligible amount of reactive impurities and a low, sweet odour. | SHELLSOL D70 consists predominantly of C11- C14 paraffins and naphthenes. Deep hydrogenation gives this solvent a very low aromatic content, negligible amount of reactive impurities and a low, sweet odour. ",irrelevant,
Viscosity (CPS) @ 25o C (77o F) | 2.4,irrelevant,
Typical Properties | Benzene | mg/kg | GC | < 3 ,irrelevant,
Health | 1 | 1 ,irrelevant,
Colour (Hazen) | 25 max | OSTM030 ,irrelevant,
Vapor Density (air = 1) | 3.9 ,irrelevant,
Distillation Range |  |  |  |  | ASTM D1078 ,Boiling point,
Hazen colour index: | max. 50,irrelevant,
"5. | Alcohols, C3-C5, % | 0.2 | 0.2 ",irrelevant,
Specific Gravity at 15.6℃ (D-3505) | 0.865 - 0.875 | 0.87 ,irrelevant,
Bromine index | mg Br2/ 100g | 15 max | 3002-03062 potentiometric titration ,irrelevant,
"Moisture, % ≤ | Moisture, % ≤ | 0.01 | 0.1 ",Water Content,
Carbon Number at 5 % Distill. Point | ASTM D 2887mod | C20 ,irrelevant,
Classification/Registry Numbers |  ,irrelevant,
Refractive Index @ 20°C | 1.3958 ,irrelevant,
Test Item | Unit | Specification ,header,
Azeotrope with Water: Boiling Point | °C | - | 99.0 | 99.0 ,irrelevant,
Sales Specification | Color Saybolt | 25 |  | ASTM D156 ,irrelevant,
Closed cup | 18,Flash point,
"Refractive index (20 °C) | Refractive index (20 °C) |  | : 1,395 – 1,397 |  ",irrelevant,
(no supply specification) | acid value (DIN EN ISO 3682) | <= 1 mg KOH/g,Acid content,
Hansen Solubility Parameters |,irrelevant,
Viscosity at 20°C: | 3.80 mPa s,irrelevant,
Vapor Pressure |  ,irrelevant,
Refractive Index @ 20°C | Refractive Index @ 20°C | 1.4142 ,irrelevant,
Solubility at 20℃ (% w/w) | Solubility at 20℃ (% w/w) | In water. Water in ... | 1.7 1.9,irrelevant,
"Flash Point, ºF (T.C.C.) | 140",Flash point,
"Purity, % by wt (D-2804) | 99.5 min",Active %,
Acid number | mg KOH/g | 0.2 max | D974 | 2114 | 2114 ,Acid content,
Heat of vaporization (J/g) at normal boiling point | No test data available ,irrelevant,
"PS, max. | 144 ",irrelevant,
Specific Gravity @ 20°C/20°C | 0.8 ,irrelevant,
Surface tension (dynes/cm or mN/m @ 25°C) |  | 27.5,irrelevant,
Appearance: | Clear & Bright | Clear & Bright |  | Visual ,irrelevant,
Aromatic content | 11 – 15 % ,Aromatic content,
%Wt Water in | 1.9,irrelevant,
Related compounds | Passes,irrelevant,
Aluminium (Al) | 100 ppb ,irrelevant,
"Color, APHA | 2 |  |  | 10 | APHA Color ",irrelevant,
Specific gravity (20 deg C) | 0.8600-0.8800 ,irrelevant,
Solubility | Solubility |  ,irrelevant,
C9 AND HIGHER BOILING AROMATIC HYDROCARBONS | WT% | 1.0MAX | ASTM D6563 ,Aromatic content,
Property | Value ,header,
Miscibility @20°C: Solvent in Water | % m/m | - | 12.5 ,irrelevant,
Corrosion (D-130) | 1 max. |  ,irrelevant,
" | Distillation, EP °C | ASTM D86 | 244 ",Boiling point,
Upper @ 93°C |  | 7.5 Vol % ,irrelevant,
"Colour , APHA | 10 ",irrelevant,
. Producto: | . CICLOHEXANO | . CICLOHEXANO,irrelevant,
Water Content | % w/w |  | 0.03 | ASTM D 6304 ,Water Content,
 | Aromatics | %v/v | ASTM D3257 | < 0.1 ,Aromatic content,
Lower (calculated) |  |  | 0.8,irrelevant,
◾ Coatings - Automotive OEM | ◾ Coatings - Automotive OEM | ◾ Excellent solvent activity | ◾ Excellent solvent activity ,irrelevant,
 | Specific Gravity @15.6/15.6°C | - | ASTM D4052 | 0.759 ,irrelevant,
Appearance | Visual |  | Bright & clear | Bright & clear ,header,
Appearance | Colorless Liquid ,irrelevant,
Thermal Conductivity @20°C | W/m/°C | - | 0.14,irrelevant,
Product Name : | Butyl Diglycol,irrelevant,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Butylglycol Acetate forms an azeotrope of the following composition with water at 1013 hPa | Butylglycol Acetate forms an azeotrope of the following composition with water at 1013 hPa | Butylglycol Acetate forms an azeotrope of the following composition with water at 1013 hPa | Butylglycol Acetate forms an azeotrope of the following composition with water at 1013 hPa ,irrelevant,
"Flash Point, °F, T.C.C. (D-56) | 103 min | 34-40 ",Flash point,
"Distillation, FBP | °C | ASTM D86 |  | 200.0 |  ",Boiling point,
 | Butyl is completely miscible with water at 20 ℃ Azeotrope with water. | Butyl is completely miscible with water at 20 ℃ Azeotrope with water. |  |  ,irrelevant,
Assay: | ≥ 99.0% (norm) (GC),Active %,
"Sales Specification | Distillation, DP °C | 100.5 ASTM D1078 (4)",Boiling point,
Dipole Moment |  | - 4.09 + 0.04 Debye |  ,irrelevant,
Dielectric Constant @20°C | - | - | 2.1,irrelevant,
Unit | Specification | Typical analysis | Test method,header,
Vapour Density | 3.2 (Air=1) ,irrelevant,
_h (Hydrogen bonding) :unselected: |  | 3.8,irrelevant,
 | Refractive Index @20°C |  | 1.413 | 1.414 | ASTM D1218 (4),irrelevant,
Distillation range | °C | ASTM D1078 | Not more than 5ºC including the temp. of 139.3ºC | Not more than 5ºC including the temp. of 139.3ºC ,Boiling point,
VISCOSITY @ 100ºF | ASTM D445 | 90-110 ,irrelevant,
220 | 773 |  |  |  ,irrelevant,
"• | High Performance, Versatile Solvent for Formulating | En",irrelevant,
Sodium | 15 | 4.6 ,irrelevant,
* Aromatic Content UV | wt% | - | 0.20 | 0.05 | UV1 ,Aromatic content,
Test Item | Unit | Specification ,header,
Blush Resistance @ 80°F (26.7°C) |  | 95% RH ,irrelevant,
 | Relative evaporation rate (nBuAc=1) | Relative evaporation rate (nBuAc=1) | ASTM D3539 | 0.08 ,irrelevant,
Sales Specification | Aromatics %v/v | 98 | GC ,Aromatic content,
TOLUENE CONTENT | WT% |  | 0.01 | GC ,irrelevant,
"Tiheys, 15 C 0 Densitet vid 15 C Density at 15 C | kg/m3 |  |  | 811 | EN ISO 12185 ",irrelevant,
Liquid Heat Capacity @ 25°C | Liquid Heat Capacity @ 25°C | 75 cal/(g*mol)(°C) ,irrelevant,
"Acid value, max | Mg KOH/g | 0.03 | Calculated – ASTM D 1045 |  ",Acid content,
