id,data,label
30031,"Brookfield viscosity(Spindle nr 2/20rpm/25℃, BVF RVT) | ISO 2555 | mPas | 100~1,200",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30032,pH value | ISO 976 |--| 4.0~5.0,pH
30033,-- | -- | -- | --,irrelevant
30034,Particle size |--| µm | Approx. 0.18,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30035,Minimum film forming temperature(MFFT) | ISO 2115 | °C | approx. 0,MFFT | MFT
30036,"Glass transition temperature(Heat rate 10℃/min,middle point) | ISO 16805 | °C | approx. 12",Tg
30037,"Appearance of polymer film |--| Slightly opaque, soft film. | --",irrelevant
30038,-- | --,irrelevant
30039,Solids content (wt %) | 48,Solid content | Solids | NV | NVM | Non-volatiles
30040,pH (at 25°C) | 4.5,pH
30041,"Viscosity (Brookfield cP | 40,000",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30042,MFFT (°C) | 10,MFFT | MFT
30043,Specific Gravity | 1.08,Density | Specific gravity
30044,Particle size (median) m J | 2,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30045,Free Monomer (wt %) | 0.3 max,irrelevant
30046,Particle Charge | Anionic,irrelevant
30047,-- | --,irrelevant
30048,Appearance | Milky white,irrelevant
30049,PH (25℃) | 6±1.5,pH
30050,"Brookfield Viscosity (25℃, 4#12r, cps) | <1500",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30051,Solid Content (%) | 52±1,Solid content | Solids | NV | NVM | Non-volatiles
30052,MFFT (℃) | About 15℃,MFFT | MFT
30053,Particle Size (μm) | 0.15-0.25,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30054,Iconicity | anionic,irrelevant
30055,-- | --,irrelevant
30056,Appearance | Milky white,irrelevant
30057,PH (25℃) | 6±1.5,pH
30058,"Brookfield Viscosity (25℃, 4#12r, cps) | <1500",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30059,Solid Content (%) | 52±1,Solid content | Solids | NV | NVM | Non-volatiles
30060,MFFT (℃) | About 15℃,MFFT | MFT
30061,Particle Size (μm) | 0.15‐0.25,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30062,Iconicity | anionic,irrelevant
30063,-- | --,irrelevant
30064,Appearance | Milky white,irrelevant
30065,PH (25℃) | 6±1.5,pH
30066,"Brookfield Viscosity (25℃, 4#12r, cps) | <1500",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30067,Solid Content (%) | 52±1,Solid content | Solids | NV | NVM | Non-volatiles
30068,MFFT (℃) | About 15℃,MFFT | MFT
30069,Particle Size (μm) | 0.15-0.25,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30070,Iconicity | anionic,irrelevant
30071,-- | --,irrelevant
30072,Appearance | Milky white,irrelevant
30073,PH (25℃) | 6±1.5,pH
30074,"Brookfield Viscosity (25℃, 4#12r, cps) | <1500",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30075,Solid Content (%) | 52±1,Solid content | Solids | NV | NVM | Non-volatiles
30076,MFFT (℃) | About 15℃,MFFT | MFT
30077,Particle Size (μm) | 0.15-0.25,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30078,Iconicity | anionic,irrelevant
30079,-- | -- | -- | --,irrelevant
30080,Solids content (DIN EN ISO 3251; 1 h; 120 ℃ ) | % | 51 | 53,Solid content | Solids | NV | NVM | Non-volatiles
30081,"Brookfield Viscosity (DIN EN ISO 2555; RVT; spindle no. 3; 20 rpm, 25 ℃ ) | mPa's | 1 500 | 3 000",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30082,pH value |--|  | ,pH
30083,(DIN ISO 976; neat) |--| 5.0 | 6.0,pH
30084,TABLE I: Supply specification | --,irrelevant
30085,Solids content DIN EN ISO 3251 | 50 ± 1 %,Solid content | Solids | NV | NVM | Non-volatiles
30086,"Viscosity at 23 °C Brookfield RVT 20 rpm, spindle 1 DIN EN ISO 2555 | 5000 ± 1000 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30087,"pH-value DIN ISO 976 | from 4,0 to 5,0",pH
30088,TABLE II: Other properties | --,irrelevant
30089,"Density at 23°C DIN EN ISO 2811-3 | approx. 1,05 g/cm³",Density | Specific gravity
30090,Minimum film forming temperature DIN ISO 2115 | 0 °C,MFFT | MFT
30091,Frost resistance *APP-Methode | protect from freezing,irrelevant
30092,Predominant particle size *APP-Methode | approx. 1 µm,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30093,Protective colloid / emulsifier system | polyvinyl alcohol,irrelevant
30094,Filler and pigment compatibility *APP-Method | very good,irrelevant
30095,-- | -- | --,irrelevant
30096,Solids content | DIN EN ISO 3251 | 49 - 51 %,Solid content | Solids | NV | NVM | Non-volatiles
30097,"Viscosity, dynamic at 23 °C | DIN EN ISO 2555 | 4000 - 6000 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30098,"pH-Value | DIN/ISO 976 | 4,0 - 5,0",pH
30099,-- | -- | --,irrelevant
30100,Minimum film forming temperature | DIN ISO 2115 | 0 °C,MFFT | MFT
30101,Frost resistance | WACKER method | protect from freezing,irrelevant
30102,Protective colloid / emulsifier system | WACKER method | polyvinyl alcohol,irrelevant
30103,Filler and pigment compatibility | WACKER method | very good,irrelevant
30104,Appearance | WACKER method | opaque,irrelevant
30105,Surface | WACKER method | slightly tacky,irrelevant
30106,Glass transition temperature | WACKER method | approx. 3 °C,Tg
30107,-- | -- | --,irrelevant
30108,Solids content | DIN EN ISO 3251 | 49 ~ 51 wt. %,Solid content | Solids | NV | NVM | Non-volatiles
30109,"Viscosity, dynamic at 23 °C | DIN EN ISO 2555 | 4,000 – 6,000 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30110,pH concentration | DIN/ISO 976 | 4.0 – 6.0 (500 g/l H2O),pH
30111,Typical general characteristics | Inspection Method | Value,irrelevant
30112,"Density at 20 °C | ISO 2811 | approx. 1,05 g/cm³",Density | Specific gravity
30113,Minimum film forming temperature | DIN ISO 2115 | 0 °C,MFFT | MFT
30114,Frost resistance |--| protect from freezing,irrelevant
30115,"Predominant particle size | WACKER method | approx. 1,000 nm",Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30116,Protective colloid / emulsifier system | WACKER method | PVOH,irrelevant
30117,Filler and pigment compatibility | WACKER method | Excellent,irrelevant
30118,"Appearance | Visual | Clear, glossy",irrelevant
30119,Surface | WACKER method | High Dry Tack,irrelevant
30120,Tensile strength | DIN EN ISO 527-3 | approx. 8 N/mm2,irrelevant
30121,Elongation at break | 2010 DIN EN ISO 527-3 | approx. 550 %,irrelevant
30122,Glass transition temperature | APR WACKER method | approx. + 3 °C,Tg
30123,-- | -- | -- | -- | --,irrelevant
30124,Minimum film forming temperature | ISO 2115 | -- | O | approx. 13,MFFT | MFT
30125,Glass transition temperature | ISO 16805 | -- |--| approx. 41,Tg
30126,-- | -- | -- | --,irrelevant
30127,Solids content (130 ℃ ; 30 min) | ISO 3251 | % | 59 - 61,Solid content | Solids | NV | NVM | Non-volatiles
30128,Brookfield viscosity (25 ℃ ; 6/20) | ISO 2555 | mPas | 20000 - 40000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30129,pH value | ISO 976 |--| 4.0 - 5.0,pH
30130,-- | -- | -- | --,irrelevant
30131,Solids content (130 °C; 30 min) | ISO 3251 | % | 58 –60,Solid content | Solids | NV | NVM | Non-volatiles
30132,Brookfield viscosity (25 °C; 6/20) | ISO 2555 | mPas | 20 000 –30 000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30133,pH value | ISO 976 |--| 4.0 –5.0,pH
30134,-- | -- | -- | -- | --,irrelevant
30135,Particle size |--|  | µm | approx. 0.5 –5.0,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30136,Minimum film forming temperature |--| ISO 2115 | °C | approx. 16,MFFT | MFT
30137,Glass transition temperature |--| ISO 16805 | °C | approx. 40,Tg
30138,Appearance of polymer film |--|  |--| opaque and hard,irrelevant
30139,-- | -- | -- | --,irrelevant
30140,Particle size |--| µm | approx. 0.4 –2.5,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30141,Minimum film forming temperature | ISO 2115 | °C | approx. 14,MFFT | MFT
30142,Glass transition temperature | ISO 16805 | °C | approx. 42,Tg
30143,"Appearance of polymer film |--| slightly opaque, tack-free | --",irrelevant
30144,-- | -- | -- | --,irrelevant
30145,Solids content (130 °C; 30 min) | ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
30146,Brookfield viscosity (25 °C; 7/20) | ISO 2555 | mPas | 30000 –60000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30147,pH value (1:1 diluted by water) | ISO 976 |--| 3.5 –5.5,pH
30148,-- | -- | -- | --,irrelevant
30149,Solids content (130 °C; 30 min) | ISO 3251 | % | 49 –51,Solid content | Solids | NV | NVM | Non-volatiles
30150,Brookfield viscosity (25 °C; 7/20) | ISO 2555 | mPas | 30 000 –60 000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30151,pH value | ISO 976 |--| 3.5 –5.5,pH
30152,-- | -- | -- | -- | --,irrelevant
30153,Particle size |--|  | µm | approx. 0.4 –2.5,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30154,Minimum film forming temperature |--| ISO 2115 | °C | approx. 14,MFFT | MFT
30155,Glass transition temperature |--| ISO 16805 | °C | approx. 44,Tg
30156,"Appearance of polymer film |--|  | slightly opaque, tack-free | --",irrelevant
30157,-- | -- | -- | -- | --,irrelevant
30158,Solids content |--|  |--| ,Solid content | Solids | NV | NVM | Non-volatiles
30159,(DIN 53 189 / DIN ISO 1625) | % | 49.0 | - | 51.0,Solid content | Solids | NV | NVM | Non-volatiles
30160,Viscosity |--|  |--| ,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30161,(DIN EN ISO 2555; spindle no. 7; 20 rpm; 25 °C) | mPa·s | 40000 | - | 60000,
30162,Brookfield viscometer RVT pH value |--|  |--| ,multi-label
30163,-- | -- | -- |--| ,irrelevant
30164,(DIN 53 785 / ISO 1148) |--| 4.0 | - | 5.0,pH
30165,-- | -- | --,
30166,Dispersion: |--| ,irrelevant
30167,Particle size | µm | approx. 0.4 – 2.0,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30168,Minimum film forming temperature (MFFT) | °C | approx. 15,MFFT | MFT
30169,(DIN 53 787 / ISO 2115) |--| ,MFFT | MFT
30170,Density (ISO 8962) | g/cm3 | approx. 1.10,Density | Specific gravity
30171,-- | -- | --,irrelevant
30172,Solids content | DIN EN ISO 3251 | 56 - 58 %,Solid content | Solids | NV | NVM | Non-volatiles
30173,"Viscosity, dynamic at 23 °C | DIN EN ISO 2555 | 9000 - 15000 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30174,pH-Value | DIN/ISO 976 | 4 - 5,pH
30175,-- | -- | --,irrelevant
30176,Minimum film forming temperature | DIN ISO 2115 | 0 °C,MFFT | MFT
30177,Frost resistance | WACKER method | protect from freezing,irrelevant
30178,Protective colloid / emulsifier system |--| polyvinyl alcohol,irrelevant
30179,Filler and pigment compatibility | WACKER method | very good,irrelevant
30180,Appearance |--| opaque,irrelevant
30181,Surface |--| slightly tacky,irrelevant
30182,Glass transition temperature | WACKER method | approx. 3 °C,Tg
30183,-- | -- | -- | --,irrelevant
30184,Solids content |--|  | ,Solid content | Solids | NV | NVM | Non-volatiles
30185,(DIN EN ISO 3251; 2 h; 105 °C) | % | 53 ± | 1,Solid content | Solids | NV | NVM | Non-volatiles
30186,Viscosity |--|  | ,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30187,(DIN EN ISO 2555; spindle no. 3; 20 rpm; 23 °C) | mPa·s | 2 500 ± | 1 500,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30188,Brookfield viscosimeter RVT |--|  | --,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30189,pH value |--|  | ,pH
30190,(DIN ISO 976) |--| 4.5 ± | 0.5,pH
30191,-- | -- | --,irrelevant
30192,Dispersion |--| ,irrelevant
30193,Particle size | µm | approx. 0.10 - 0.45,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30194,Minimum film forming temperature (MFFT) |--| ,MFFT | MFT
30195,(DIN ISO 2115) | °C | 0,MFFT | MFT
30196,-- | -- | -- | --,irrelevant
30197,Particle size |--| µm | approx. 0.10–0.45,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30198,Minimum film forming temperature | ISO 2115 | °C | 0,MFFT | MFT
30199,Glass transition temperature | ISO 16805 | °C | approx. 12,Tg
30200,-- | -- | -- | --,irrelevant
30201,Solids content (130 °C; 30 min) | ISO 3251 | % | 52 –54,Solid content | Solids | NV | NVM | Non-volatiles
30202,Brookfield viscosity (25 °C; 3/20) | ISO 2555 | mPas | 1000 –4000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30203,pH value | ISO 976 |--| 4.0 –5.0,pH
30204,-- | -- | -- | --,irrelevant
30205,Glass transition temperature | ISO 16805 |--| approx. 6,Tg
30206,-- | -- | -- | --,irrelevant
30207,Solids content (130 ℃ ; 30 min) | ISO 3251 | % | 54 - 56,Solid content | Solids | NV | NVM | Non-volatiles
30208,Brookfield viscosity (25 ℃ ; 5/20) | ISO 2555 | mPa.s | 2500 - 4000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30209,pH value (neat) | ISO 976 |--| 4.0 - 5.5,pH
30210,-- | -- | -- | -- | --,irrelevant
30211,Solids content (130 °C; 30 min) |--| ISO 3251 | % | 54 –56,Solid content | Solids | NV | NVM | Non-volatiles
30212,Brookfield viscosity (25 °C; 4/20) |--| ISO 2555 | mPas | 2 000 –3 500,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30213,pH value |--| ISO 976 |--| 3.5 –5.0,pH
30214,-- | -- | -- | -- | --,irrelevant
30215,Particle size |--|  | µm | approx. 0.3 –1.2,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30216,Minimum film forming temperature |--| ISO 2115 | °C | 0,MFFT | MFT
30217,Glass transition temperature |--| ISO 16805 | °C | approx. 7,Tg
30218,"Appearance of polymer film | -- |--| slightly opaque, tack-free | --",irrelevant
30219,-- | -- | -- | --,irrelevant
30220,Solids content (130 °C; 30 min) | ISO 3251 | % | 55.5 – 57.5,Solid content | Solids | NV | NVM | Non-volatiles
30221,Brookfield viscosity (25 °C; 5/20) | ISO 2555 | mPas | 10000 – 15000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30222,pH value (neat) | ISO 976 |--| 2.8 – 3.3,pH
30223,-- | -- | -- | -- | --,irrelevant
30224,Minimum film forming temperature | -- | ISO 2115 | °C | approx. 8,MFFT | MFT
30225,-- | -- | -- | -- | --,irrelevant
30226,Solids content (130 ℃ ; 30 min) | -- | ISO 3251 | % | 55.5 - 57.5,Solid content | Solids | NV | NVM | Non-volatiles
30227,Brookfield viscosity (25 ℃ ; 5/20) |--| ISO 2555 | mPas | 10000 - 15000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30228,pH value (neat) |--| ISO 976 |--| 2.8 - 3.3,pH
30229,-- | -- | -- | --,irrelevant
30230,Minimum film forming temperature | ISO 2115 |--| approx. 8,MFFT | MFT
30231,-- | -- | -- | --,irrelevant
30232,Solids content (130 °C; 30 min) | ISO 3251 | % | 55.5 – 57.5,Solid content | Solids | NV | NVM | Non-volatiles
30233,Brookfield viscosity (25 °C; 5/20) | ISO 2555 | mPas | 10000 – 15000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30234,pH value (neat) | ISO 976 |--| 2.8 – 3.3,pH
30235,-- | -- | -- | -- | --,irrelevant
30236,Minimum film forming temperature | -- | ISO 2115 | °C | approx. 8,MFFT | MFT
30237,-- | -- | -- | -- | --,irrelevant
30238,(DIN ISO 1625; 2 h; 105°C) | % | 55 ± | -- | 1,Solid content | Solids | NV | NVM | Non-volatiles
30239,Viscosity |--|  |--| ,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30240,(DIN EN ISO 2555; spindle nr. 4; 20 rpm; 23°C) | mPa.s | 3 000 | ± | 2 000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30241,Brookfield viscometer RVT pH value |--|  |--| ,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30242,(DIN ISO 976) |--| 4.5 | ± | 0.5,pH
30243,-- | -- | --,irrelevant
30244,Dispersion |--| ,irrelevant
30245,Particle size |--| ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30246,(Measured with “Laser Diffraction Technique“) | µm | approx. 0.2,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30247,Minimum film formation temperature (MFT) (DIN ISO 2115) | °C | 0,MFFT | MFT
30248,Density |--| ,irrelevant
30249,(SS-ISO 1675) | g/cm3 | approx. 1.08,Density | Specific gravity
30250,-- | -- | -- | --,irrelevant
30251,Solids content (130 °C; 30 min) | ISO 3251 | % | 54 –56,Solid content | Solids | NV | NVM | Non-volatiles
30252,Brookfield viscosity (25 °C; 4/20) | ISO 2555 | mPas | 1000 –5000,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
30253,pH value | ISO 976 |--| 4.0 –5.0,pH
30254,-- | -- | -- | -- | --,irrelevant
30255,Particle size |--|  | µm | approx. 0.2,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
30256,Minimum film forming temperature |--| ISO 2115 | °C | approx. 1,MFFT | MFT
30257,Glass transition temperature |--| ISO 16805 | °C | approx. 10,Tg
30258,Appearance of polymer film |--|  | slightly opaque and flexible | --,irrelevant
30259,-- | -- | -- | --,irrelevant
30260,Solids content | % | 55 ± 1 | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
30261,pH |--| 4.5 ± 0.5 | ISO 976,pH
30262,Brookfield R.V.T. viscosity | mPas | 2250 ± 750 | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
